449:65,11484,54210,1039,5214,70,616,17,81,226
450:65,559,116,1039,990,25061,8105,8276,5567,9525
452:749,13523,85485,81165,60968,93072,44877,79249,29121,36183
476:398,8213,71577,20068,17,78603,12716,112314,10642,1840
488:1196,376,1548,4478,43182,3304,616,1102,58,17
490:17,15,101,302,354,363,301,1762,29,138
494:356,1212,10066,9942,6923,11,14202,616,654,58
514:18287,8276,5214,2103,76,17,2833,416,616,574
525:116,1187,302,875,70,84,354,654,564,616
535:1102,29,17,354,6,518,289,650,138,301
536:97,813,8276,302,654,616,58,84,8,518
538:5258,10269,1102,302,654,616,58,354,76,42657
539:7409,1039,14202,58,654,29,17,84,138,564
564:97,65,86763,1891,709,84,289,518,6,1102
582:1550,616,29,84,76,518,6,322,138,354
585:185,17,115815,654,302,138,35767,47702,84,245
590:2073,11108,654,29,1762,354,8,22912,101,518
618:226,17,64390,564,76,542,780,1462,354,262
627:19731,42376,114599,11539,32661,48524,19207,4671,83175,77531
632:5246,12090,34516,81,17,47956,17109,102557,105237,3015
633:1039,58,302,654,8,518,564,84,1196,15
634:48076,17,22689,986,226,3423,76,20412,6202,262
646:20382,83724,1995,101945,1913,29730,546,74629,33748,17
666:4510,10192,10981,95977,62184,40086,18920,32288,911,68303
667:1405,37653,27886,17,5156,564,1086,542,15,2200
678:1535,720,901,65,22518,30911,21462,76,58,84
680:65,559,616,654,58,29,17,650,138,8
681:8786,6411,46215,441,245,719,16036,764,5480,1744
682:9491,2460,14498,18867,2614,44,26376,336,19236,709
683:71448,112536,97127,45128,69187,669,866,226,27552,18312
684:69720,29161,11470,5480,984,2318,8860,22890,719,10493
715:59850,21926,25188,36991,1753,4671,61368,6394,82049,1547
716:56166,70959,17,302,616,8897,58,7443,650,43710
741:1803,301,168,13460,8860,574,984,10292,4792,8733
750:2200,1382,2369,65199,84361,559,1217,34508,2059,14129
754:356,4034,8546,18867,2085,709,101326,17,84,654
756:285,1217,8105,84,616,354,837,289,1102,8
757:84976,17,47161,84478,88114,302,1196,616,654,285
758:19354,15,1109,356,407,10046,4374,15676,1240,79423
763:354,40704,29,84,17,650,8,138,736,518
773:28635,7742,17,58120,5882,22440,302,76,654,616
774:1245,65,116,4669,521,17,518,84,1196,302
775:8683,13070,559,58,1102,354,518,15,542,6
782:7145,1825,71891,1039,103144,9617,29709,61300,26744,654
784:5159,14202,17,518,542,289,84,6,1196,354
793:10075,116,398,3448,3250,40393,13636,4756,15937,3628
803:1119,17,6450,3389,302,947,138,84,654,245
813:35068,8276,616,17,518,84,289,542,6,354
815:749,654,58,37240,302,542,76,8,61,15
817:749,1102,29,58,866,138,301,616,8,361
818:12657,984,5480,8860,7711,15624,2642,463,135,1326
823:1744,21145,71891,28,14498,245,94,82284,1023,17
825:77914,3632,654,58,616,518,29,8,70,1102
833:1410,559,220,2369,17164,1548,3632,2982,6759,302
835:8276,58,616,654,302,518,84,101,356,542
838:8066,84808,28371,17,59116,17077,6344,45281,65469,47089
844:29,58,354,8,301,736,76,1762,518,6
856:364,303,1958,598,19984,73474,5567,18505,1101,709
857:709,3476,302,84,289,6,354,518,162,650
874:81912,19669,296,9617,1696,932,21145,302,518,58
899:5567,709,1815,10930,17,1410,363,301,15,327
900:2447,16155,37386,17,3829,6289,5598,18322,14964,4719
911:87631,54338,76,43400,302,564,37143,2139,16701,4586
918:2917,17,58,616,84,361,327,736,70,8
925:20277,93298,17,302,654,84,1806,616,58,11116
926:19963,116,7973,302,58,84,354,1550,6,518
937:23122,776,61146,3485,3915,302,518,654,616,58
964:2403,3207,17,57500,947,970,353,89957,94,4268
970:5998,83571,14636,2656,50946,9093,4300,8,36227,17
977:11154,6957,1217,709,17,518,29,15,650,354
981:4513,1757,1002,3506,3618,1340,23908,13881,2715,10426
982:2162,1119,17,69057,875,302,84,15942,94,2935
984:15,1109,4268,709,1217,1572,395,21899,654,616
992:2068,245,508,226,17,70,780,564,3137,41386
993:18057,654,29,84,361,354,58,1102,138,76
998:6573,17,84,650,564,15,354,654,138,302
1000:65,3233,709,14202,58,84,17,29,518,8
1007:356,116,709,654,29,17,84,554,6,564
1027:2103,1400,9417,168,10267,661,1013,9874,5953,2833
1028:1762,17,518,616,354,302,58,2570,6,301
1044:1874,4288,17,84,302,654,69907,616,58,34237
1045:356,65,559,58,17,84,518,542,6,8
1049:15598,76,40,101626,33947,28261,2139,17,564,30581
1068:73569,13853,8928,17,15503,20001,91638,6315,1256,76
1069:1187,875,28684,749,1217,14202,654,84,138,29
1070:1405,18315,93265,56,32743,5553,58,616,17,84
1082:15141,84,518,101,650,6,1102,301,162,239
1088:3642,119,6809,23266,2982,10046,12442,8,18604,616
1094:1039,16319,58,29,616,6,301,736,70,322
1116:65,76,302,654,866,361,122697,58,616,224
1125:84,3191,278,1039,2982,829,58,654,616,302
1127:20505,65,427,1703,17,35269,107983,15,302,61
1132:22315,5490,58,17,650,13732,591,302,508,8
1133:497,14202,3476,1102,354,518,8,15,301,650
1140:58,302,616,15,84,542,518,8,564,61
1141:75835,17,9594,5512,4671,74982,20289,7468,302,1382
1148:99417,99113,44600,17,12670,89979,641,121644,111070,76
1153:26460,6968,1102,654,58,17,616,29,518,354
1166:17,353,103,32,61,4268,131,787,1410,5117
1172:24429,7984,889,56962,17,15,518,327,616,103
1192:58,1102,616,18209,17,138,542,518,302,6
1204:17,302,58,654,616,68774,322,15,245,61
1208:17,302,654,58,616,107655,2618,107456,650,79948
1209:1218,28541,168,2140,719,76,17,8860,2318,1326
1234:38251,2103,168,719,574,984,8860,5235,661,5480
1236:65,82240,83053,54784,17,83998,46806,61635,2055,78751
1245:65,1187,10946,2162,302,84,654,354,616,8
1263:8683,1384,58,302,84,17,518,650,542,861
1267:46721,1960,22723,73,6837,29552,1567,6485,2200,490
1269:4021,3107,7859,16519,2880,4755,11725,6434,8848,14401
1288:67016,1017,87616,117489,73561,93519,9362,52601,94291,8877
1295:15,1719,6759,8730,1155,22606,616,518,6,101
1296:709,654,29,1462,17,58,84,650,354,866
1302:709,17,289,1196,616,654,285,650,542,302
1305:28,84,17,58,302,8,354,591,6,322
1382:11243,108618,17,84,5112,302,245,654,2200,3668
1391:26376,104871,66418,38549,16823,17,70612,89015,62593,19924
1397:81,986,12200,140,66439,88584,56983,226,17,1749
1402:302,616,58,84,354,6,518,8,48,138
1408:17,6400,17273,302,84,518,35418,564,616,58
1409:179,908,387,354,616,8,138,6,101,1762
1412:2013,17,302,654,48428,84,866,70,58,76
1413:116,3250,6,289,15,1476,322,285,162,542
1418:1405,1684,654,138,289,15,736,322,363,94
1419:7880,4825,8225,4755,3172,23191,11725,6434,8848,1712
1420:179,302,654,1187,354,58,8,1762,616,736
1427:1344,3476,4203,14202,10856,18867,3159,4187,427,17
1430:58,1196,3057,766,6346,4522,2657,24893,17443,17
1431:285,58,654,84,616,726,8,6,518,322
1435:1930,967,302,616,58,84,61,6,76,322
1437:698,17,2069,76,302,2139,358,3394,650,616
1447:18867,17,3233,102652,4967,787,15,616,131,736
1457:322,4013,17,15836,302,50248,616,654,58,56423
1458:15,10520,11522,14330,17,616,58,402,999,84
1469:32741,12259,302,58,616,84,6,354,76,301
1477:6527,22136,17,84,245,12056,518,736,899,94
1486:43358,984,57525,8783,168,8860,76,5357,45287,21726
1490:65,10973,17,866,67794,302,546,6287,76,616
1491:302,53322,654,58,616,84,650,16127,354,6
1500:1196,2101,5103,302,58,518,2714,84,15,354
1503:454,654,58,616,8,354,1762,3234,736,650
1517:111233,95964,95331,80218,27097,114309,17,25221,26820,41695
1518:65,59816,17,100326,4755,2880,39096,3107,7315,28620
1535:236,356,568,1089,5575,116,1614,27465,6673,4642
1551:8276,616,354,518,8,650,3234,162,15,736
1553:8683,518,1953,17,117146,654,616,58,61,542
1559:5991,302,654,616,289,84,354,6,322,76
1560:27251,10323,85755,3297,17164,58,518,17,15,103
1561:902,1023,813,97,2816,210,2588,3213,4174,6809
1562:6809,709,5465,654,29,1102,616,138,162,289
1569:986,84606,61052,14502,3756,91130,20914,81,46621,65657
1570:18835,17,7905,80437,8806,10900,22885,115956,4800,101991
1588:3886,91208,80185,109588,46420,1119,53,97112,84,947
1589:42489,86063,1217,654,58,84,354,616,8,518
1601:749,3841,17,9019,74087,15723,12057,76,654,5148
1602:185,16056,68957,17,518,49792,15,23156,131,1987
1629:119,559,1410,1039,518,17,15,61,103,616
1642:302,654,58,1102,8,518,354,138,6,301
1653:23813,17,58,542,616,654,736,101,6,322
1654:9789,8105,25164,302,84,518,101,322,8,650
1655:16514,1009,654,8,29,138,289,354,15,542
1668:143,6855,43182,15522,616,29,84,15,289,650
1681:518,3915,17,84,29,58,138,866,616,8
1703:650,116,7312,20192,709,1119,302,84,654,518
1721:34700,17,513,119968,302,654,245,58,15,87515
1727:5315,68712,58230,17,654,58,616,44516,542,32
1728:302,58,84,354,239,616,866,1102,301,138
1745:94008,75934,17,112628,44295,245,37075,302,1410,327
1746:101,17,302,616,654,84333,120471,23397,542,1140
1751:54638,51158,19552,427,14202,8,84,206,32771,518
1756:8,1102,7535,654,944,2537,542,12601,803,493
1758:1220,17,542,616,302,654,32,1196,394,650
1761:25716,19433,30210,23824,42190,49421,94836,66480,113945,105997
1767:1187,84,354,58,70,866,138,736,616,1102
1783:7407,58,17,8,84,302,518,650,162,861
1787:1217,19442,616,29,518,354,289,15,6,301
1788:14906,140,2967,1884,2241,780,2379,18777,1888,500
1794:427,1832,1930,17,15,245,402,32,616,654
1796:10012,2770,2166,654,29,84,650,8,15,542
1803:709,17,654,302,58,616,301,70,518,6
1820:65,23191,1352,2880,10041,189,6434,5450,5624,17
1821:2302,2770,14202,5117,17,22633,66416,61,32,1405
1822:2976,3476,10560,6957,616,58,17,8,32,518
1823:39119,1220,17,84,6,289,354,285,15,650
1840:1009,60,616,354,301,542,650,322,162,3234
1841:9491,2103,984,8860,463,2318,801,1400,3709,2642
1842:58,17,554,616,84,302,8,518,73,6
1850:28,1941,44448,17,54202,302,654,8,84,616
1853:7037,25442,63472,17,866,302,15350,76,654,72504
1854:303,2848,1387,1744,46215,1039,84,17,654,302
1862:65,119,57158,3915,5319,302,616,1102,239,80573
1880:875,1119,17,354,947,736,84,15942,138,302
1883:302,3915,31686,1204,13063,4502,654,58,518,8
1890:990,302,654,14750,3448,58,4203,7795,8,616
1893:185,6011,58,654,616,302,15,84,76,6
1894:18287,58,654,616,29,138,8,564,70,84
1911:29727,53100,91907,4016,102655,29000,29654,13392,109978,5466
1912:138,17,13273,1462,226,224,803,302,654,354
1913:66665,17,2624,151,302,58,654,6506,616,27479
1930:48930,18269,197,5627,13049,7160,2548,8069,33763,465
1932:33562,30513,95798,9354,5097,3568,106225,3041,11220,17816
1950:4254,14202,3465,1548,301,15,542,363,162,1196
1952:17,616,162,84,3234,6,289,76,285,322
2005:356,8868,119,1217,65726,302,1102,542,518,15
2017:26739,44039,101380,58208,47586,123006,107733,13894,11246,23213
2030:568,3374,3423,17,226,262,13544,5767,542,2241
2034:57937,6186,26838,43115,22904,89084,58219,21620,37061,121163
2038:17,101235,302,654,20255,12222,74977,58,12446,76
2046:91537,27296,10492,13889,11199,57773,93654,18891,38488,34052
2058:12597,17944,121818,48197,88234,43327,17,12495,866,669
2068:1405,3476,559,5567,1800,3728,1451,9617,17,245
2070:84,654,2537,493,542,1403,510,15,12601,803
2071:650,12042,559,14202,17123,2906,2085,302,616,58
2072:4364,1102,302,18109,2162,654,354,1119,518,58
2074:924,4660,5975,88579,4671,533,76,56998,10180,11468
2075:28,548,3476,302,654,84,15,8,6,542
2077:8483,656,10930,654,17,29,1102,518,58,138
2080:356,16104,58,654,29,17,84,861,542,518
2085:89092,11720,1382,3551,3476,829,12133,16625,3570,79463
2097:65,124,559,18867,709,967,616,302,58,84
2112:5480,17,866,7180,1400,76,984,110844,7586,226
2115:65,119,3233,17,542,245,999,902,103,32
2116:1187,17,1119,224,2162,542,62,302,15,236
2123:65,899,654,17,48,1102,29,518,138,58
2135:1966,1359,17,780,245,564,226,616,327,302
2141:65080,34319,81,698,31978,77063,17,986,866,41420
2147:24718,16911,7682,40393,13636,14750,3448,3233,10007,3791
2154:2677,12657,5010,32577,5480,719,8860,463,2103,661
2160:4174,15,322,188,30094,554,17,84,1804,518
2162:661,2012,7118,58298,719,463,2103,10267,5480,109940
2170:709,58,542,510,15,17,564,6,61,650
2184:11522,13683,58,616,84,78689,6,14965,354,322
2185:17,70543,302,41046,616,81442,654,8,41221,76
2211:62500,13049,14793,44173,197,226,5111,17,27070,8069
2243:119,559,245,17,5122,15,32,508,327,1410
2244:1405,9943,124,3915,1548,699,616,58,84,17
2247:6,554,116,3250,3249,302,84,654,58,650
2250:49715,71709,22792,17035,62551,4103,17,25018,89865,12812
2253:5103,986,226,1884,2967,3137,2204,70,5767,3819
2260:23423,55982,83447,57678,40376,49602,17,42483,120691,72202
2261:1631,9525,8276,654,302,58,1102,616,354,15
2290:15,285,94,65,8276,19197,2085,1382,1102,29
2291:13636,29,17,616,84,101,6,162,76,518
2293:236,84198,4907,939,84,17,54978,5010,107736,20353
2304:719,984,463,5480,2259,10267,1326,7180,661,1528
2318:3234,353,116,1217,1548,3476,12612,8276,19963,22606
2325:84,899,8,302,12776,654,875,354,736,616
2335:356,1119,15510,616,17,84,289,138,302,8
2343:17,55516,21567,302,273,28533,6002,616,53364,26523
2347:2186,109758,7728,95841,100785,67760,17,52756,80215,78503
2348:1888,54357,179,829,1874,5542,17,302,70,654
2362:2196,17,866,669,76,81,302,224,2703,79835
2363:8276,616,17,302,84,151,650,289,6,354
2364:2655,302,101,616,84,354,554,650,301,76
2369:6098,5638,14964,2934,37386,17,8209,11644,5598,70
2373:49219,953,17,84,654,302,616,76,354,58
2381:1109,17431,17,302,654,58,616,162,394,239
2382:12776,26335,17,564,51347,119,327,8,58,616
2384:1119,17,4420,947,2935,6945,302,84,9501,22538
2385:17,58,302,616,84,354,6,76,650,518
2393:559,1023,9617,17,1190,508,787,301,327,84
2394:18867,5465,654,84,302,616,58,138,542,70
2395:616,17,84,3234,289,650,15,76,518,41011
2399:1023,226,47516,17,13088,25479,76,698,564,518
2405:356,15,1196,1410,559,2917,967,6024,58,542
2407:18287,1649,866,17,1730,72003,10039,13083,45815,76
2408:58419,302,654,866,58,650,8,76,84,361
2447:29,84,726,354,289,3,1102,76,301,866
2454:1352,2880,3107,8225,189,6434,1527,5624,1712,8848
2456:29,17,76,58,84,616,64125,354,736,6
2461:1382,1410,64312,8868,6091,9525,10066,1548,3304,18505
2464:12883,967,654,354,58,8,301,48,518,736
2465:119,559,84,58,354,616,301,1102,866,138
2469:559,302,616,58,84,61,542,354,518,245
2499:1097,50804,92989,17,302,15250,73474,58941,58,13523
2500:2480,65,709,11626,654,361,29,84,354,76
2505:8105,58,654,616,29,17,84,6,518,542
2510:3650,30139,30152,40898,23902,119926,17,20747,79435,94180
2515:116,37186,94761,17,49550,29220,12361,650,59271,564
2518:3928,5097,3568,18614,40,116853,50964,17,890,76
2520:1039,22121,8546,5312,84,15,542,564,32,616
2521:3753,398,454,654,302,84,8,616,52270,58
2536:559,967,8683,542,15,17,84,302,554,518
2541:58,302,654,84,518,8,354,15,301,650
2547:27535,17,1245,302,654,67346,62,354,650,616
2553:81086,44578,37961,81619,8960,31397,111833,35177,19603,68038
2558:4792,13194,12254,74498,859,9247,18867,1758,11626,1296
2560:645,616,84,58,29,354,76,15,301,1102
2563:19984,15453,8276,58,654,84,861,564,15,6
2573:749,8868,7178,14129,616,58,84,29,6,354
2591:17,654,58,616,302,542,564,162,861,238
2596:366,44632,31938,84,9906,302,518,17,1342,6511
2601:17,17416,37249,302,7334,84,36266,1077,354,58
2604:367,8167,26342,12332,3477,49890,10048,582,75530,17527
2611:9617,1119,302,654,84,8,354,616,245,58
2612:58,542,861,17,15,902,654,486,518,302
2615:29,84,518,650,8,6,354,542,289,61
2625:14290,38943,95000,2714,17,99182,226,774,64391,33465
2626:116,2897,699,302,84,616,162,354,518,6
2634:71850,8213,18477,10046,422,9278,20517,83929,77334,25082
2636:654,29,58,84,354,616,138,1102,8,650
2639:116879,26621,34116,35688,17,1449,37505,54045,50744,72710
2650:33609,88022,97607,113945,14600,103650,13766,25716,17731,90235
2661:2470,8020,7999,93018,51714,26720,79825,17,6924,13485
2663:17,2583,59567,302,899,22219,84,866,654,8
2666:3250,17,654,302,58,616,239,1550,650,542
2676:3244,162,289,1102,322,24698,1567,3563,10279,5420
2689:74776,17,162,58,15,302,1196,654,363,285
2693:790,118736,3419,11796,1249,16619,21813,13476,24141,14095
2708:116,22606,616,58,17,84,8,15,70,363
2709:65,1389,238,17,119,15676,131,96976,32,245
2713:13615,699,1951,17,8,245,185,787,364,542
2715:2259,984,1400,661,2153,14226,2833,72,5557,10267
2727:7909,20913,29,58,84,354,616,301,1102,6
2730:10520,5871,616,654,17,29,15,8,542,58
2731:12710,18127,29,84,616,354,650,76,1102,866
2735:3172,1527,8848,3328,12990,1712,7880,4825,20806,16174
2745:17,8427,90779,302,654,7910,254,61,245,76
2746:4158,24118,13987,27209,25368,23595,32863,119724,20922,47738
2748:113729,42057,5287,32514,19106,43178,327,69147,78713,36382
2756:1550,302,616,58,654,650,8,76,925,12965
2760:29,84,138,301,1102,289,650,861,76,6
2799:17,76,24381,4513,39328,8928,5083,1002,62976,8
2802:2594,302,87213,110317,79262,58,116598,616,76,42271
2804:17,42881,224,302,654,84136,104619,76,58,650
2812:22606,654,302,8,354,289,650,6,301,48
2827:62155,94,14202,699,366,273,5017,8118,1764,15540
2831:654,84,29,58,138,354,8,301,591,76
2846:190,16056,387,7655,302,654,616,84,101,944
2848:521,1217,654,616,289,29,17,518,15,84
2854:104226,35144,1119,302,84,654,354,70,736,6945
2857:57431,1133,67034,17,4797,53159,109082,353,302,41612
2858:354,29,17,84,162,6,289,15,542,1102
2861:46215,76253,34070,19736,51316,68210,8041,84603,67619,17
2871:189,16005,1527,56599,4755,2880,378,4286,2715,11780
2907:654,116,1109,302,84,58,3234,866,354,70
2912:7793,3789,226,2015,62896,1435,17,87539,76,55555
2914:58,17,1102,8,518,650,510,542,654,15
2924:53138,168,17,76,30695,2028,23285,1002,226,984
2925:15337,12165,54442,33009,79576,5398,69237,7851,55481,75651
2959:944,7869,5947,78171,17,1050,13832,616,225,12429
2960:65,17,8151,8579,21104,1187,32,891,899,302
2963:1089,17,616,58,654,1511,361,409,1023,363
2967:46215,1287,2268,245,616,8,58,654,564,4991
2970:68239,17,616,302,19841,654,151,58,15540,96965
2981:1217,1455,29,84,518,650,289,301,1102,322
2989:1196,709,48,17,1187,3294,302,873,2162,32
2990:29000,22420,13581,57558,15366,110208,48622,32501,21493,16717
3004:3211,8860,984,463,3601,1400,4792,168,39242,5023
3013:4755,3107,2880,17,8427,1352,8772,10041,7006,70
3038:247,16016,50306,17,69606,6503,64487,10492,37869,7021
3044:302,654,58,616,84,76,650,24289,8,289
3070:32042,17,10692,8783,8129,12388,2354,4146,24647,866
3081:26821,17,43981,40757,13429,9459,32581,92626,302,654
3100:302,616,101,84,76,354,8,1102,650,6
3105:58,17,418,302,654,591,8,84,650,354
3107:521,6849,28943,18867,31762,70,2967,140,1023,5767
3110:378,16763,35716,4021,17,16359,86645,49966,13941,56411
3111:302,58,616,654,9180,650,50239,542,8,564
3113:13832,17,22158,302,14029,118021,37601,28814,654,225
3121:1535,116,709,8,361,70,6,101,1762,322
3125:749,17,151,654,5581,182,302,356,736,58
3129:559,8276,616,302,84,542,289,6,518,322
3144:709,5480,68700,14930,8324,719,22215,22036,17,463
3152:11,10217,236,17,4802,302,616,8,654,58
3167:43490,76,122808,361,17,500,238,564,262,1730
3169:36134,559,47872,6292,616,55604,654,58,302,518
3176:5367,14498,5344,58,650,616,354,84,76,495
3183:18867,709,10692,29,654,17,27427,8129,76,6522
3184:8935,79612,14452,10175,5145,53060,96902,817,111704,77370
3193:71980,24472,3476,58,8,6,518,354,138,726
3195:17,6789,45392,302,90968,84,654,8,29598,616
3220:2059,84,866,616,1102,138,650,361,736,289
3229:53452,17,9396,84597,302,654,37656,58,616,102919
3234:20591,1102,302,518,654,62411,354,45600,58,1762
3238:65,17,6793,302,76,616,128,1190,8,654
3239:29,17,58,84,616,354,6,138,8,76
3246:43888,603,19995,51099,15347,5319,911,25228,8772,533
3258:58,654,17,8,84,29,542,15,564,6
3263:18867,17,302,58,554,3223,564,654,542,226
3277:40263,10267,984,168,2318,76,463,6387,719,9874
3279:361,17,119447,84,58,224,564,616,68164,84873
3295:1730,5812,17,6916,7305,76,81,5097,79246,866
3306:12690,23395,21500,2354,57791,10692,6901,48431,1651,100512
3308:65,2200,17,6793,32,616,302,388,402,654
3309:5069,1806,302,616,84,518,542,289,1196,354
3320:7160,3370,3196,31585,24752,2548,13995,6754,12761,17
3328:116,29,84,138,58,616,354,1102,650,301
3329:17,40217,108025,12090,91081,37524,76,429,81,866
3335:22008,59585,3476,34983,654,58,84,616,837,6
3346:2375,17,118305,36804,3072,103,17440,245,21043,616
3352:65,17,118575,302,616,654,58,77882,5160,76
3353:16624,108422,33952,67872,16385,117721,17,12455,361,52322
3360:1039,12859,2097,302,84,654,899,354,616,866
3374:70145,17,115246,58,616,654,23631,542,1511,56046
3376:239,226,17,116241,780,3423,654,354,103953,3374
3383:103598,29,17,138,51500,70,53444,32118,75644,84
3386:776,5747,10675,4212,28120,12253,10682,48901,14750,4203
3411:431,9536,17,64499,654,120560,302,518,6,119683
3413:119,806,61736,17,1205,1744,3233,4268,774,4513
3419:356,750,654,616,29,17,650,554,84,15
3421:1348,3213,1806,7407,18391,8803,17,84,861,354
3426:54635,17,616,58,302,322,861,902,32,363
3428:285,1196,65,4414,699,58,8,17,84,302
3429:302,654,84,354,301,650,76,1102,162,8
3450:9662,21028,110458,698,2265,17,76,87135,1913,986
3453:101987,34138,168,463,19712,661,10267,5480,760,719
3475:12056,17,54135,114068,7990,2030,42939,302,123125,3461
3478:84,650,289,518,6,15,8,70,301,322
3479:72699,105999,470,1039,726,9437,44407,5706,22719,78698
3480:923,19405,17,302,654,39265,8016,650,29,616
3490:19963,1217,17,84,6,289,542,354,162,495
3500:356,65,16385,20765,8868,16811,6793,58,616,654
3514:3915,302,616,84,354,8,650,518,285,301
3546:273,17,591,58,302,654,76,8,861,650
3547:4942,302,654,616,1102,289,76,301,354,84
3551:47764,95780,76,19972,226,86948,669,17,7678,7669
3557:984,135,8860,1400,5480,168,8733,2642,661,2103
3579:17,29,239,354,58,1762,726,8,6,518
3593:97,224,116,29,654,17,616,84,58,76
3599:81,17,5663,40,12578,2139,76,698,106171,68883
3609:116,361,17,84,354,302,654,1462,518,301
3610:138,17,1102,45892,354,736,1023,518,302,76
3613:2630,11565,112109,100877,17578,107830,986,48384,17,27171
3628:4223,17,89503,3879,11573,76,616,302,96264,542
3656:65,7578,13599,891,17414,2816,967,654,29,616
3657:1102,427,54999,17,58,354,616,84,6,138
3663:356,65,18867,749,5567,699,9931,573,5214,22606
3674:4414,2317,1558,58,302,542,861,84,518,8
3685:6559,10039,26233,49393,81,70,17,2139,76,3568
3686:2675,15499,107761,88124,51933,88520,14635,46190,65592,92934
3692:13526,17,79673,289,654,302,616,285,322,101
3694:17,19994,302,616,654,409,650,76,902,32
3701:1039,5848,302,654,58,8,354,1762,518,616
3702:901,13918,17,4171,76,302,8,564,2574,81442
3717:14202,46215,654,58,84,17,29,564,15,1023
3721:10856,14202,654,616,58,84,1102,837,650,76
3728:74038,29384,19829,16995,23970,885,72363,22555,79096,17
3735:1405,262,18867,1217,29,162,8,6,101,15
3736:11626,8276,967,107237,302,84,654,48,58,8
3751:654,29,616,17,84,58,8,76,650,736
3800:1102,654,542,61,7535,1039,322,803,1403,1405
3811:75251,117938,20068,4040,8772,54909,100022,13341,3034,1337
3820:58,17,616,354,3234,518,1762,8,301,285
3840:116,654,1102,354,58,138,866,3234,8,301
3846:289,1102,162,322,1168,673,19993,3563,5420,1567
3849:518,179,866,58,138,2570,8,736,650,70
3850:749,654,354,58,29,518,616,1762,866,138
3857:2030,1102,302,654,239,58,354,616,8,395
3859:49217,39465,296,23813,5361,9142,616,58,17,84
3862:65,1109,17,944,302,787,654,616,22417,58
3888:709,17,3137,7489,1340,5122,81,13,15535,780
3911:5896,18159,30153,17,29333,302,616,33179,19884,46060
3921:63922,81,986,1749,8538,7211,780,1884,2204,500
3929:6249,698,302,736,58,616,40,650,361,236
3930:296,2597,17,654,29,616,14793,58,84,2548
3934:33373,31149,17084,226,6823,71178,32473,87844,17,72495
3947:84,302,654,58,53715,354,518,616,736,650
3950:302,654,84,301,861,8,285,289,564,162
3962:9931,17,72439,302,654,616,58,15,564,102833
3974:38716,2303,81362,8258,7008,103304,48028,60521,104704,65569
3975:650,1217,1243,4173,58,17,6,84,654,518
